instance_name,formulation,n_ops,n_slots,n_dfa_states,n_dfa_arcs,n_binary_vars,n_constraints,obj_value,best_bound,gap,milp_time,nlp_time,total_time,n_nodes,status,gap_pct
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,,,,13.464246400166303,,13.464246400166303,,unknown,
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,,,,14.228458300000057,,14.228458300000057,,unknown,
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,0.0,,,0.03176589999930002,,0.03176589999930002,,infeasible,
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,0.0,,,0.03211260000534821,,0.03211260000534821,,infeasible,
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,0.0,,,0.800812000001315,,0.800812000001315,,infeasible,
problem1_v2,NOPSOS+DFA,9,13,5,13,286,0,0.0,,,0.029390299998340197,,0.029390299998340197,,infeasible,
problem1_v2,NOPSOS+DFA,9,9,10,56,585,0,12886.4,12886.36363636,0.0,1.1406,,1.1406,189,solved,0.0
problem1_v2,NOPSOS+DFA,9,9,10,56,585,0,12886.4,12886.36363636,0.0,1.0469,,1.0469,189,solved,0.0
problem1_v2,NOPSOS+DFA,9,9,10,56,585,0,12886.4,12886.36363636,0.0,1.1094,,1.1094,189,solved,0.0
problem1,NOPSOS+DFA,8,9,9,45,477,0,0.0,,,0.0156,,0.0156,0,limit,
problem1_mouret,NOPSOS+DFA,8,9,9,45,477,0,0.0,,,0.0156,,0.0156,0,limit,
problem1_mouret,NOPSOS+DFA,10,9,11,68,702,0,14000.0,14000.0,0.0,0.3438,,0.3438,0,solved,0.0
problem1_mouret,NOPSOS+DFA,10,9,11,68,702,0,14000.0,14000.0,0.0,0.3281,,0.3281,0,solved,0.0
problem2_mouret,NOPSOS+DFA,22,21,23,291,6573,0,0.0,,,2.1406,,2.1406,1,limit,
problem3_mouret,NOPSOS+DFA,16,21,17,160,3696,0,0.0,,,1.4219,,1.4219,1,limit,
problem1_mouret,NOPSOS+DFA,10,9,12,79,801,0,14000.0,14000.0,0.0,0.1719,,0.1719,0,solved,0.0
problem1_mouret,SOS+RE,10,9,34,841,7659,0,14000.0,14000.0,0.0,1.5938,,1.5938,1,solved,0.0
problem2_mouret,NOPSOS+DFA,22,21,24,314,7056,0,0.0,10300.00000772,0.025444,10.1094,,10.1094,1,limit,2.5444
problem2_mouret,SOS+RE,22,21,354,10801,227283,0,0.0,,,10.2031,,10.2031,1,limit,
problem3_mouret,NOPSOS+DFA,16,21,18,177,4053,0,10687.5,10687.5,0.0,4.1875,,4.1875,1,solved,0.0
problem3_mouret,SOS+RE,16,21,90,1453,30849,0,0.0,,,10.0625,,10.0625,1,limit,
problem1_mouret,NOPSOS+DFA,10,9,12,79,801,2148,14000.0,14000.0,0.0,0.1719,,0.1719,0,solved,1611,0.0
problem1_mouret,SOS+RE,10,9,34,841,7659,2324,14000.0,14000.0,0.0,1.625,,1.625,1,solved,8469,0.0
problem2_mouret,NOPSOS+DFA,22,21,24,314,7056,22829,10044.4,10300.00000772,0.025444,59.9688,,59.9688,1,limit,12096,2.5444
problem2_mouret,SOS+RE,22,21,354,10801,227283,29429,0.0,,,60.2031,,60.2031,1,limit,232323,
problem3_mouret,NOPSOS+DFA,16,21,18,177,4053,14891,10687.5,10687.5,0.0,4.2031,,4.2031,1,solved,8421,0.0
problem3_mouret,SOS+RE,16,21,90,1453,30849,16331,8937.5,10437.50000152,0.167832,60.0156,,60.0156,1,limit,35217,16.7832
problem1_mouret,NOPSOS+DFA,8,9,10,54,558,1682,14000.0,14000.0,0.0,0.1406,,0.1406,0,solved,1242,0.0
problem1_mouret,SOS+RE,8,9,16,58,594,1730,14000.0,14000.0,0.0,0.6562,,0.6562,1,solved,1278,0.0
problem2_mouret,NOPSOS+DFA,14,21,16,140,3234,13261,10300.0,10300.00000772,0.025444,5.3438,,5.3438,1,solved,6762,2.5444
problem2_mouret,SOS+RE,14,21,29,118,2772,13521,9612.95,10300.00000336,0.071471,59.8594,,59.8594,1,limit,6300,7.147100000000001
problem3_mouret,NOPSOS+DFA,14,21,16,140,3234,12799,10687.5,10687.5,0.0,2.4844,,2.4844,1,solved,7182,0.0
problem3_mouret,SOS+RE,14,21,29,118,2772,13059,10687.5,10437.50000152,0.167832,1.4219,,1.4219,1,solved,6720,16.7832
problem1_mouret,NOPSOS+DFA,8,9,10,54,558,1682,14000.0,14000.0,0.0,0.1562,,0.1562,0,solved,1242,0.0
problem1_mouret,SOS+RE,8,9,16,58,594,1730,14000.0,14000.0,0.0,0.7031,,0.7031,1,solved,1278,0.0
problem2_mouret,NOPSOS+DFA,14,21,16,140,3234,13261,10300.0,10300.00000772,0.025444,5.4688,,5.4688,1,solved,6762,2.5444
problem2_mouret,SOS+RE,14,21,29,118,2772,13521,9612.95,10300.00000336,0.071471,299.2188,,299.2188,1,limit,6300,7.147100000000001
problem3_mouret,NOPSOS+DFA,14,21,16,140,3234,12799,10687.5,10687.5,0.0,2.5156,,2.5156,1,solved,7182,0.0
problem3_mouret,SOS+RE,14,21,29,118,2772,13059,10687.5,10437.50000152,0.167832,1.3281,,1.3281,1,solved,6720,16.7832
