instance_name,config,objective,seed,status,obj,best_bound,gap_pct,time,n_nodes,lp_bound,root_relax,n_sbs_rows,deadline,n_ops,n_dfa_states,n_dfa_arcs
synth_25,dfa,wct,0,limit,1237.0,835.0000000012,32.498,600.015625,10212,835.0000000000002,835.0,,,19,20,229
synth_25,pairwise,wct,0,limit,1198.0,835.5217391304,30.2569,598.921875,23672,835.0000000000001,835.0,2718,,19,20,229
synth_25,nosbs-off,wct,0,limit,1197.9999918586761,836.1162790698,30.207299999999996,598.546875,172197,834.9999999999997,835.0,,,19,20,229
synth_20,dfa,wct,0,limit,1268.0,776.0000000067,38.8013,598.703125,8825,775.9999999999994,776.0,,,20,21,258
synth_20,pairwise,wct,0,limit,1288.0,776.0000000038,39.7516,598.578125,19000,776.0000000000002,776.0,3078,,20,21,258
synth_20,nosbs-off,wct,0,limit,1265.9999966941753,776.0000000001,38.7046,598.71875,116260,775.9999999999999,776.0,,,20,21,258
